time_s,y_mm
5.266667,163.144316
5.275000,163.129388
5.283333,163.111293
5.291667,163.084447
5.300000,163.068766
5.308333,163.042014
5.316667,163.016861
5.325000,163.005481
5.333333,162.999127
5.341667,162.984951
5.350000,162.975825
5.358333,162.976076
5.366667,162.965576
5.375000,162.962882
5.383333,162.971934
5.391667,162.968072
5.400000,162.956906
5.408333,162.946240
5.416667,162.944802
5.425000,162.930218
5.433333,162.929250
5.441667,162.924337
5.450000,162.929759
5.458333,162.914481
5.466667,162.901108
5.475000,162.886914
5.483333,162.878937
5.491667,162.871641
5.500000,162.861723
5.508333,162.866472
5.516667,162.858202
5.525000,162.843375
5.533333,162.835040
5.541667,162.833267
5.550000,162.827096
5.558333,162.832514
5.566667,162.813761
5.575000,162.815687
5.583333,162.805377
5.591667,162.806183
5.600000,162.790087
5.608333,162.795051
5.616667,162.769701
5.625000,162.756795
5.633333,162.734877
5.641667,162.715664
5.650000,162.712887
5.658333,162.717485
5.666667,162.724492
5.675000,162.721451
5.683333,162.733490
5.691667,162.715476
5.700000,162.713091
5.708333,162.719849
5.716667,162.716592
5.725000,162.715873
5.733333,162.722353
5.741667,162.719123
5.750000,162.715342
5.758333,162.701797
5.766667,162.696489
5.775000,162.684185
5.783333,162.698242
5.791667,162.681829
5.800000,162.674830
5.808333,162.675634
5.816667,162.663269
5.825000,162.648105
5.833333,162.640177
5.841667,162.631668
5.850000,162.626112
5.858333,162.625390
5.866667,162.619368
5.875000,162.614083
5.883333,162.616808
5.891667,162.593998
5.900000,162.602244
5.908333,162.594426
5.916667,162.588406
5.925000,162.584652
5.933333,162.569487
5.941667,162.572015
5.950000,162.570587
5.958333,162.564155
5.966667,162.573696
5.975000,162.572603
5.983333,162.562680
5.991667,162.548933
6.000000,162.546795
6.008333,162.540844
6.016667,162.535463
6.025000,162.528924
6.033333,162.521930
6.041667,162.517034
6.050000,162.511758
6.058333,162.503035
6.066667,162.496324
6.075000,162.509593
6.083333,162.504225
6.091667,162.499310
6.100000,162.484378
6.108333,162.470920
6.116667,162.455760
6.125000,162.444073
6.133333,162.440462
6.141667,162.414707
6.150000,162.394993
6.158333,162.368249
6.166667,162.350247
6.175000,162.331892
6.183333,162.324563
6.191667,162.319945
6.200000,162.311161
6.208333,162.299539
6.216667,162.287462
6.225000,162.290068
6.233333,162.279424
6.241667,162.290431
6.250000,162.301354
6.258333,162.309187
6.266667,162.292803
6.275000,162.279619
6.283333,162.277961
6.291667,162.255642
6.300000,162.268914
6.308333,162.268904
6.316667,162.274640
6.325000,162.277369
6.333333,162.271544
6.341667,162.259211
6.350000,162.257136
6.358333,162.251624
6.366667,162.263107
6.375000,162.252533
6.383333,162.253528
6.391667,162.240270
6.400000,162.244673
6.408333,162.239527
6.416667,162.233304
6.425000,162.229658
6.433333,162.233639
6.441667,162.226585
6.450000,162.233524
6.458333,162.217590
6.466667,162.216585
6.475000,162.208232
6.483333,162.197240
6.491667,162.188511
6.500000,162.174823
6.508333,162.176305
6.516667,162.167908
6.525000,162.169005
6.533333,162.168040
6.541667,162.176881
6.550000,162.184138
6.558333,162.190550
6.566667,162.189048
6.575000,162.182563
6.583333,162.183577
